year,pop,city_st
1936,33105.998609837174,"Alameda, CA"
1937,33246.022910739615,"Alameda, CA"
1938,33757.72155266416,"Alameda, CA"
1939,34731.05907071591,"Alameda, CA"
1940,36256,"Alameda, CA"
1941,38385.30308098779,"Alameda, CA"
1942,41022.90387561567,"Alameda, CA"
1943,44035.53215118631,"Alameda, CA"
1944,47289.917675002325,"Alameda, CA"
1945,50652.79021436639,"Alameda, CA"
1946,53990.87953658114,"Alameda, CA"
1947,57170.91540894923,"Alameda, CA"
1948,60059.6275987733,"Alameda, CA"
1949,62523.74587335601,"Alameda, CA"
1950,64430,"Alameda, CA"
1951,65685.48418407152,"Alameda, CA"
1952,66358.75038319128,"Alameda, CA"
1953,66558.71499304353,"Alameda, CA"
1954,66394.29440931258,"Alameda, CA"
1955,65974.40502768273,"Alameda, CA"
1956,65407.96324383826,"Alameda, CA"
1957,64803.88545346346,"Alameda, CA"
1958,64271.08805224262,"Alameda, CA"
1959,63918.48743586004,"Alameda, CA"
1960,63855,"Alameda, CA"
1961,64157.42718272611,"Alameda, CA"
1962,64774.11059161925,"Alameda, CA"
1963,65621.27687663959,"Alameda, CA"
1964,66615.15268774735,"Alameda, CA"
1965,67671.96467490269,"Alameda, CA"
1966,68707.93948806582,"Alameda, CA"
1967,69639.30377719692,"Alameda, CA"
1968,70382.28419225621,"Alameda, CA"
1969,70853.10738320382,"Alameda, CA"
1970,70968,"Alameda, CA"
1971,70672.93008502404,"Alameda, CA"
1972,70032.83125033174,"Alameda, CA"
1973,69142.3785003981,"Alameda, CA"
1974,68096.24683969803,"Alameda, CA"
1975,66989.11127270649,"Alameda, CA"
1976,65915.64680389845,"Alameda, CA"
1977,64970.52843774881,"Alameda, CA"
1978,64248.431178732564,"Alameda, CA"
1979,63844.03003132464,"Alameda, CA"
1980,63852,"Alameda, CA"
1981,64336.03447717776,"Alameda, CA"
1982,65235.900407053756,"Alameda, CA"
1983,66460.38312176801,"Alameda, CA"
1984,67918.26795346053,"Alameda, CA"
1985,69518.34023427132,"Alameda, CA"
1986,71169.38529634042,"Alameda, CA"
1987,72780.18847180782,"Alameda, CA"
1988,74259.53509281354,"Alameda, CA"
1989,75516.2104914976,"Alameda, CA"
1990,76459,"Alameda, CA"
1991,77020.39200626493,"Alameda, CA"
1992,77227.68712145321,"Alameda, CA"
1993,77131.88901252986,"Alameda, CA"
1994,76784.00134645985,"Alameda, CA"
1995,76235.02779020819,"Alameda, CA"
1996,75535.97201073988,"Alameda, CA"
1997,74737.83767501991,"Alameda, CA"
1998,73891.62845001328,"Alameda, CA"
1999,73048.34800268497,"Alameda, CA"
2000,72259,"Alameda, CA"
2001,71569.84749776253,"Alameda, CA"
2002,71008.19110713337,"Alameda, CA"
2003,70596.59082811256,"Alameda, CA"
2004,70357.60666070007,"Alameda, CA"
2005,70313.7986048959,"Alameda, CA"
2006,70487.72666070006,"Alameda, CA"
2007,70901.95082811256,"Alameda, CA"
2008,71579.03110713337,"Alameda, CA"
2009,72541.52749776252,"Alameda, CA"
2010,73812,"Alameda, CA"
1910,808,"Albany, CA"
1911,502.1407118017017,"Albany, CA"
1912,321.3683765363586,"Albany, CA"
1913,258.0469942039706,"Albany, CA"
1914,304.5405648045379,"Albany, CA"
1915,453.21308833806046,"Albany, CA"
1916,696.4285648045379,"Albany, CA"
1917,1026.5509942039707,"Albany, CA"
1918,1435.9443765363585,"Albany, CA"
1919,1916.9727118017017,"Albany, CA"
1920,2462,"Albany, CA"
1921,3062.206945837958,"Albany, CA"
1922,3704.041072849098,"Albany, CA"
1923,4372.766609273647,"Albany, CA"
1924,5053.647783351831,"Albany, CA"
1925,5731.948823323879,"Albany, CA"
1926,6392.9339574300175,"Albany, CA"
1927,7021.86741391047,"Albany, CA"
1928,7604.0134210054675,"Albany, CA"
1929,8124.636206955236,"Albany, CA"
1930,8569.000000000002,"Albany, CA"
1931,8928.285504846466,"Albany, CA"
1932,9217.339332067251,"Albany, CA"
1933,9456.924568701443,"Albany, CA"
1934,9667.804301788137,"Albany, CA"
1935,9870.741618366425,"Albany, CA"
1936,10086.499605475397,"Albany, CA"
1937,10335.841350154149,"Albany, CA"
1938,10639.529939441773,"Albany, CA"
1939,11018.328460377359,"Albany, CA"
1940,11493,"Albany, CA"
1941,12075.817034776175,"Albany, CA"
1942,12745.089598881901,"Albany, CA"
1943,13470.637115920581,"Albany, CA"
1944,14222.279009495622,"Albany, CA"
1945,14969.834703210425,"Albany, CA"
1946,15683.123620668393,"Albany, CA"
1947,16331.96518547293,"Albany, CA"
1948,16886.17882122744,"Albany, CA"
1949,17315.58395153533,"Albany, CA"
1950,17590,"Albany, CA"
1951,17688.880356048834,"Albany, CA"
1952,17630.21427240515,"Albany, CA"
1953,17441.62496761623,"Albany, CA"
1954,17150.735660229373,"Albany, CA"
1955,16785.169568791876,"Albany, CA"
1956,16372.54991185103,"Albany, CA"
1957,15940.499907954125,"Albany, CA"
1958,15516.642775648455,"Albany, CA"
1959,15128.601733481317,"Albany, CA"
1960,14804,"Albany, CA"
1961,14564.010541028487,"Albany, CA"
1962,14404.005311497513,"Albany, CA"
1963,14312.906013614502,"Albany, CA"
1964,14279.634349586879,"Albany, CA"
1965,14293.112021622066,"Albany, CA"
1966,14342.260731927488,"Albany, CA"
1967,14416.002182710568,"Albany, CA"
1968,14503.258076178732,"Albany, CA"
1969,14592.9501145394,"Albany, CA"
1970,14674,"Albany, CA"
1971,14737.887479837218,"Albany, CA"
1972,14786.3244816048,"Albany, CA"
1973,14823.580977925762,"Albany, CA"
1974,14853.92694142311,"Albany, CA"
1975,14881.63234471986,"Albany, CA"
1976,14910.967160439019,"Albany, CA"
1977,14946.2013612036,"Albany, CA"
1978,14991.604919636618,"Albany, CA"
1979,15051.447808361081,"Albany, CA"
1980,15130,"Albany, CA"
1981,15229.97453962264,"Albany, CA"
1982,15347.856762083282,"Albany, CA"
1983,15478.575074682452,"Albany, CA"
1984,15617.057884720682,"Albany, CA"
1985,15758.2335994985,"Albany, CA"
1986,15897.030626316438,"Albany, CA"
1987,16028.377372475028,"Albany, CA"
1988,16147.202245274797,"Albany, CA"
1989,16248.433652016278,"Albany, CA"
1990,16327,"Albany, CA"
1991,16379.523361672216,"Albany, CA"
1992,16409.40047006207,"Albany, CA"
1993,16421.72172334443,"Albany, CA"
1994,16421.57751969417,"Albany, CA"
1995,16414.058257286142,"Albany, CA"
1996,16404.254334295227,"Albany, CA"
1997,16397.25614889629,"Albany, CA"
1998,16398.154099264193,"Albany, CA"
1999,16412.038583573805,"Albany, CA"
2000,16444,"Albany, CA"
2001,16498.790013688493,"Albany, CA"
2002,16579.805357668436,"Albany, CA"
2003,16690.10403193982,"Albany, CA"
2004,16832.744036502652,"Albany, CA"
2005,17010.783371356927,"Albany, CA"
2006,17227.280036502652,"Albany, CA"
2007,17485.292031939818,"Albany, CA"
2008,17787.877357668433,"Albany, CA"
2009,18138.094013688493,"Albany, CA"
2010,18539,"Albany, CA"
1940,2642,"Aldan, PA"
1941,2709.6886153846153,"Aldan, PA"
1942,2780.7077606837606,"Aldan, PA"
1943,2854.734435897436,"Aldan, PA"
1944,2931.445641025641,"Aldan, PA"
1945,3010.518376068376,"Aldan, PA"
1946,3091.629641025641,"Aldan, PA"
1947,3174.4564358974358,"Aldan, PA"
1948,3258.675760683761,"Aldan, PA"
1949,3343.964615384615,"Aldan, PA"
1950,3430,"Aldan, PA"
1951,3516.5225615384616,"Aldan, PA"
1952,3603.527535042735,"Aldan, PA"
1953,3691.0738025641026,"Aldan, PA"
1954,3779.2202461538463,"Aldan, PA"
1955,3868.025747863248,"Aldan, PA"
1956,3957.5491897435895,"Aldan, PA"
1957,4047.8494538461537,"Aldan, PA"
1958,4138.985422222222,"Aldan, PA"
1959,4231.015976923077,"Aldan, PA"
1960,4324,"Aldan, PA"
1961,4417.678138461539,"Aldan, PA"
1962,4510.518099145299,"Aldan, PA"
1963,4600.669353846154,"Aldan, PA"
1964,4686.281374358974,"Aldan, PA"
1965,4765.503632478632,"Aldan, PA"
1966,4836.4856,"Aldan, PA"
1967,4897.376748717948,"Aldan, PA"
1968,4946.32655042735,"Aldan, PA"
1969,4981.484476923077,"Aldan, PA"
1970,5001,"Aldan, PA"
1971,5003.764884615384,"Aldan, PA"
1972,4991.6400683760685,"Aldan, PA"
1973,4967.228782051282,"Aldan, PA"
1974,4933.134256410256,"Aldan, PA"
1975,4891.959722222222,"Aldan, PA"
1976,4846.30841025641,"Aldan, PA"
1977,4798.783551282051,"Aldan, PA"
1978,4751.988376068376,"Aldan, PA"
1979,4708.526115384615,"Aldan, PA"
1980,4671,"Aldan, PA"
1981,4641.367323076923,"Aldan, PA"
1982,4619.001627350427,"Aldan, PA"
1983,4602.630517948718,"Aldan, PA"
1984,4590.9816,"Aldan, PA"
1985,4582.782478632479,"Aldan, PA"
1986,4576.760758974359,"Aldan, PA"
1987,4571.644046153846,"Aldan, PA"
1988,4566.159945299145,"Aldan, PA"
1989,4559.036061538462,"Aldan, PA"
1990,4549,"Aldan, PA"
1991,4535.083823076923,"Aldan, PA"
1992,4517.537422222223,"Aldan, PA"
1993,4496.915146153846,"Aldan, PA"
1994,4473.771343589744,"Aldan, PA"
1995,4448.660363247864,"Aldan, PA"
1996,4422.136553846154,"Aldan, PA"
1997,4394.754264102564,"Aldan, PA"
1998,4367.067842735043,"Aldan, PA"
1999,4339.631638461538,"Aldan, PA"
2000,4313,"Aldan, PA"
2001,4287.666384615384,"Aldan, PA"
2002,4263.8806837606835,"Aldan, PA"
2003,4241.831897435897,"Aldan, PA"
2004,4221.709025641026,"Aldan, PA"
2005,4203.701068376068,"Aldan, PA"
2006,4187.997025641025,"Aldan, PA"
2007,4174.785897435898,"Aldan, PA"
2008,4164.256683760684,"Aldan, PA"
2009,4156.598384615385,"Aldan, PA"
2010,4152,"Aldan, PA"
1800,4971,"Alexandria, DC"
1801,5259.8245,"Alexandria, DC"
1802,5533.807111111111,"Alexandria, DC"
1803,5793.244833333333,"Alexandria, DC"
1804,6038.434666666666,"Alexandria, DC"
1805,6269.673611111111,"Alexandria, DC"
1806,6487.258666666667,"Alexandria, DC"
1807,6691.486833333333,"Alexandria, DC"
1808,6882.655111111111,"Alexandria, DC"
1809,7061.0605,"Alexandria, DC"
1810,7227,"Alexandria, DC"
1811,7380.7225,"Alexandria, DC"
1812,7522.2844444444445,"Alexandria, DC"
1813,7651.694166666666,"Alexandria, DC"
1814,7768.96,"Alexandria, DC"
1815,7874.090277777777,"Alexandria, DC"
1816,7967.093333333333,"Alexandria, DC"
1817,8047.9775,"Alexandria, DC"
1818,8116.751111111111,"Alexandria, DC"
1819,8173.4225,"Alexandria, DC"
1820,8218,"Alexandria, DC"
1821,8250.7325,"Alexandria, DC"
1822,8272.83111111111,"Alexandria, DC"
1823,8285.7475,"Alexandria, DC"
1824,8290.933333333332,"Alexandria, DC"
1825,8289.840277777777,"Alexandria, DC"
1826,8283.92,"Alexandria, DC"
1827,8274.624166666666,"Alexandria, DC"
1828,8263.404444444444,"Alexandria, DC"
1829,8251.7125,"Alexandria, DC"
1830,8241,"Alexandria, DC"
1831,8232.6705,"Alexandria, DC"
1832,8227.935111111112,"Alexandria, DC"
1833,8227.956833333334,"Alexandria, DC"
1834,8233.898666666666,"Alexandria, DC"
1835,8246.923611111111,"Alexandria, DC"
1836,8268.194666666666,"Alexandria, DC"
1837,8298.874833333333,"Alexandria, DC"
1838,8340.127111111111,"Alexandria, DC"
1839,8393.1145,"Alexandria, DC"
1840,8459,"Alexandria, DC"
1790,2748,"Alexandria, VA"
1791,2940.8128912379816,"Alexandria, VA"
1792,3143.8842510897452,"Alexandria, VA"
1793,3356.0660795552903,"Alexandria, VA"
1794,3576.2103766346177,"Alexandria, VA"
1795,3803.1691423277266,"Alexandria, VA"
1796,4035.7943766346175,"Alexandria, VA"
1797,4272.938079555291,"Alexandria, VA"
1798,4513.452251089745,"Alexandria, VA"
1799,4756.188891237982,"Alexandria, VA"
1800,5000,"Alexandria, VA"
1801,5243.692930514422,"Alexandria, VA"
1802,5485.8964484743565,"Alexandria, VA"
1803,5725.1946727115355,"Alexandria, VA"
1804,5960.171722057688,"Alexandria, VA"
1805,6189.411715344547,"Alexandria, VA"
1806,6411.498771403842,"Alexandria, VA"
1807,6625.017009067303,"Alexandria, VA"
1808,6828.550547166663,"Alexandria, VA"
1809,7020.683504533652,"Alexandria, VA"
1810,7200,"Alexandria, VA"
1811,7365.30738670433,"Alexandria, VA"
1812,7516.305955012827,"Alexandria, VA"
1813,7652.919229598569,"Alexandria, VA"
1814,7775.070735134629,"Alexandria, VA"
1815,7882.683996294087,"Alexandria, VA"
1816,7975.682537750017,"Alexandria, VA"
1817,8053.9898841754975,"Alexandria, VA"
1818,8117.529560243604,"Alexandria, VA"
1819,8166.225090627413,"Alexandria, VA"
1820,8200,"Alexandria, VA"
1821,8219.277522668257,"Alexandria, VA"
1822,8226.479731474334,"Alexandria, VA"
1823,8224.528408894192,"Alexandria, VA"
1824,8216.345337403794,"Alexandria, VA"
1825,8204.852299479106,"Alexandria, VA"
1826,8192.971077596088,"Alexandria, VA"
1827,8183.623454230706,"Alexandria, VA"
1828,8179.731211858922,"Alexandria, VA"
1829,8184.216132956698,"Alexandria, VA"
1830,8200,"Alexandria, VA"
1831,8228.88252262264,"Alexandria, VA"
1832,8268.17511908984,"Alexandria, VA"
1833,8314.067134824667,"Alexandria, VA"
1834,8362.747915250195,"Alexandria, VA"
1835,8410.406805789493,"Alexandria, VA"
1836,8453.23315186563,"Alexandria, VA"
1837,8487.41629890168,"Alexandria, VA"
1838,8509.14559232071,"Alexandria, VA"
1839,8514.610377545794,"Alexandria, VA"
1840,8500,"Alexandria, VA"
1841,8463.82638684118,"Alexandria, VA"
1842,8413.891792166309,"Alexandria, VA"
1843,8360.32105180714,"Alexandria, VA"
1844,8313.239001595426,"Alexandria, VA"
1845,8282.770477362925,"Alexandria, VA"
1846,8279.040314941389,"Alexandria, VA"
1847,8312.173350162575,"Alexandria, VA"
1848,8392.294418858235,"Alexandria, VA"
1849,8529.528356860126,"Alexandria, VA"
1850,8734,"Alexandria, VA"
1851,9011.78193001264,"Alexandria, VA"
1852,9352.737712244929,"Alexandria, VA"
1853,9742.678657946779,"Alexandria, VA"
1854,10167.416078368102,"Alexandria, VA"
1855,10612.76128475881,"Alexandria, VA"
1856,11064.525588368811,"Alexandria, VA"
1857,11508.52030044802,"Alexandria, VA"
1858,11930.556732246347,"Alexandria, VA"
1859,12316.446195013703,"Alexandria, VA"
1860,12652,"Alexandria, VA"
1861,12926.481893108263,"Alexandria, VA"
1862,13142.965358853979,"Alexandria, VA"
1863,13307.976316405748,"Alexandria, VA"
1864,13428.040684932168,"Alexandria, VA"
1865,13509.68438360184,"Alexandria, VA"
1866,13559.433331583366,"Alexandria, VA"
1867,13583.813448045345,"Alexandria, VA"
1868,13589.350652156376,"Alexandria, VA"
1869,13582.57086308506,"Alexandria, VA"
1870,13570,"Alexandria, VA"
1871,13557.261497554307,"Alexandria, VA"
1872,13546.368852339156,"Alexandria, VA"
1873,13538.433076430234,"Alexandria, VA"
1874,13534.565181903228,"Alexandria, VA"
1875,13535.87618083383,"Alexandria, VA"
1876,13543.477085297725,"Alexandria, VA"
1877,13558.478907370602,"Alexandria, VA"
1878,13581.992659128147,"Alexandria, VA"
1879,13615.12935264605,"Alexandria, VA"
1880,13659,"Alexandria, VA"
1881,13714.122116674509,"Alexandria, VA"
1882,13778.6392317894,"Alexandria, VA"
1883,13850.10137787332,"Alexandria, VA"
1884,13926.058587454916,"Alexandria, VA"
1885,14004.060893062839,"Alexandria, VA"
1886,14081.658327225734,"Alexandria, VA"
1887,14156.400922472249,"Alexandria, VA"
1888,14225.838711331033,"Alexandria, VA"
1889,14287.521726330735,"Alexandria, VA"
1890,14339,"Alexandria, VA"
1891,14378.598035747656,"Alexandria, VA"
1892,14407.738220503246,"Alexandria, VA"
1893,14428.617412076488,"Alexandria, VA"
1894,14443.432468277106,"Alexandria, VA"
1895,14454.380246914816,"Alexandria, VA"
1896,14463.65760579934,"Alexandria, VA"
1897,14473.461402740402,"Alexandria, VA"
1898,14485.98849554772,"Alexandria, VA"
1899,14503.435742031012,"Alexandria, VA"
1900,14528,"Alexandria, VA"
1901,14561.558740334865,"Alexandria, VA"
1902,14604.711886197616,"Alexandria, VA"
1903,14657.739973820726,"Alexandria, VA"
1904,14720.923539436664,"Alexandria, VA"
1905,14794.543119277898,"Alexandria, VA"
1906,14878.879249576901,"Alexandria, VA"
1907,14974.212466566143,"Alexandria, VA"
1908,15080.823306478094,"Alexandria, VA"
1909,15198.992305545222,"Alexandria, VA"
1910,15329,"Alexandria, VA"
1911,15471.845002912885,"Alexandria, VA"
1912,15631.398234706288,"Alexandria, VA"
1913,15812.248692640607,"Alexandria, VA"
1914,16018.985373976242,"Alexandria, VA"
1915,16256.19727597359,"Alexandria, VA"
1916,16528.473395893052,"Alexandria, VA"
1917,16840.402730995025,"Alexandria, VA"
1918,17196.57427853991,"Alexandria, VA"
1919,17601.5770357881,"Alexandria, VA"
1920,18060,"Alexandria, VA"
1921,18573.989248013597,"Alexandria, VA"
1922,19135.919174977233,"Alexandria, VA"
1923,19735.721255616845,"Alexandria, VA"
1924,20363.326964658372,"Alexandria, VA"
1925,21008.66777682774,"Alexandria, VA"
1926,21661.67516685089,"Alexandria, VA"
1927,22312.28060945376,"Alexandria, VA"
1928,22950.415579362278,"Alexandria, VA"
1929,23566.011551302377,"Alexandria, VA"
1930,24149,"Alexandria, VA"
1931,24696.86500503273,"Alexandria, VA"
1932,25237.30106538478,"Alexandria, VA"
1933,25805.555284892005,"Alexandria, VA"
1934,26436.874767390276,"Alexandria, VA"
1935,27166.506616715444,"Alexandria, VA"
1936,28029.69793670338,"Alexandria, VA"
1937,29061.69583118994,"Alexandria, VA"
1938,30297.74740401099,"Alexandria, VA"
1939,31773.09975900239,"Alexandria, VA"
1940,33523,"Alexandria, VA"
1941,35570.60573185548,"Alexandria, VA"
1942,37890.71656348365,"Alexandria, VA"
1943,40446.04260481513,"Alexandria, VA"
1944,43199.293965780525,"Alexandria, VA"
1945,46113.18075631048,"Alexandria, VA"
1946,49150.41308633559,"Alexandria, VA"
1947,52273.70106578648,"Alexandria, VA"
1948,55445.754804593766,"Alexandria, VA"
1949,58629.28441268807,"Alexandria, VA"
1950,61787,"Alexandria, VA"
1951,64888.894067545356,"Alexandria, VA"
1952,67934.08868068064,"Alexandria, VA"
1953,70928.98829584749,"Alexandria, VA"
1954,73879.99736948761,"Alexandria, VA"
1955,76793.52035804265,"Alexandria, VA"
1956,79675.96171795425,"Alexandria, VA"
1957,82533.72590566415,"Alexandria, VA"
1958,85373.21737761394,"Alexandria, VA"
1959,88200.84059024534,"Alexandria, VA"
1960,91023,"Alexandria, VA"
1961,93836.6739979631,"Alexandria, VA"
1962,96601.13671379382,"Alexandria, VA"
1963,99266.23621179491,"Alexandria, VA"
1964,101781.82055626904,"Alexandria, VA"
1965,104097.73781151896,"Alexandria, VA"
1966,106163.83604184736,"Alexandria, VA"
1967,107929.96331155694,"Alexandria, VA"
1968,109345.96768495045,"Alexandria, VA"
1969,110361.69722633057,"Alexandria, VA"
1970,110927,"Alexandria, VA"
1971,111014.16794060227,"Alexandria, VA"
1972,110685.26846414407,"Alexandria, VA"
1973,110024.81285697289,"Alexandria, VA"
1974,109117.31240543621,"Alexandria, VA"
1975,108047.27839588151,"Alexandria, VA"
1976,106899.22211465631,"Alexandria, VA"
1977,105757.65484810805,"Alexandria, VA"
1978,104707.08788258427,"Alexandria, VA"
1979,103832.03250443241,"Alexandria, VA"
1980,103217,"Alexandria, VA"
1981,102927.72423962782,"Alexandria, VA"
1982,102954.82942962987,"Alexandria, VA"
1983,103270.16236031354,"Alexandria, VA"
1984,103845.56982198612,"Alexandria, VA"
1985,104652.89860495497,"Alexandria, VA"
1986,105663.99549952743,"Alexandria, VA"
1987,106850.70729601082,"Alexandria, VA"
1988,108184.8807847125,"Alexandria, VA"
1989,109638.36275593977,"Alexandria, VA"
1990,111183,"Alexandria, VA"
1991,112793.47310088648,"Alexandria, VA"
1992,114455.79781733642,"Alexandria, VA"
1993,116158.82370177297,"Alexandria, VA"
1994,117891.4003066193,"Alexandria, VA"
1995,119642.37718429857,"Alexandria, VA"
1996,121400.60388723397,"Alexandria, VA"
1997,123154.92996784864,"Alexandria, VA"
1998,124894.20497856576,"Alexandria, VA"
1999,126607.2784718085,"Alexandria, VA"
2000,128283,"Alexandria, VA"
2001,129909.65235682625,"Alexandria, VA"
2002,131473.25130102446,"Alexandria, VA"
2003,132959.2458325946,"Alexandria, VA"
2004,134353.08495153667,"Alexandria, VA"
2005,135640.2176578507,"Alexandria, VA"
2006,136806.09295153667,"Alexandria, VA"
2007,137836.1598325946,"Alexandria, VA"
2008,138715.86730102447,"Alexandria, VA"
2009,139430.66435682625,"Alexandria, VA"
2010,139966,"Alexandria, VA"
1860,5816,"Algiers, LA"
2010,3014,"Algona, WA"
1890,808,"Alhambra, CA"
1891,400.1174576913474,"Alhambra, CA"
1892,94.36436922906205,"Alhambra, CA"
1893,-113.63426538685599,"Alhambra, CA"
1894,-228.25344615640688,"Alhambra, CA"
1895,-253.8681730795904,"Alhambra, CA"
1896,-194.85344615640668,"Alhambra, CA"
1897,-55.58426538685546,"Alhambra, CA"
1898,159.56436922906232,"Alhambra, CA"
1899,446.21745769134793,"Alhambra, CA"
1900,799.9999999999999,"Alhambra, CA"
1901,1214.4905507703832,"Alhambra, CA"
1902,1675.0818830793132,"Alhambra, CA"
1903,2165.12032461897,"Alhambra, CA"
1904,2667.9522030815324,"Alhambra, CA"
1905,3166.9238461591813,"Alhambra, CA"
1906,3645.3815815440953,"Alhambra, CA"
1907,4086.6717369284547,"Alhambra, CA"
1908,4474.140640004439,"Alhambra, CA"
1909,4791.134618464227,"Alhambra, CA"
1910,5021,"Alhambra, CA"
1911,5157.31533922712,"Alhambra, CA"
1912,5234.588098453685,"Alhambra, CA"
1913,5297.5579669109775,"Alhambra, CA"
1914,5390.964633830277,"Alhambra, CA"
1915,5559.547788442866,"Alhambra, CA"
1916,5848.047119980026,"Alhambra, CA"
1917,6301.202317673038,"Alhambra, CA"
1918,6963.753070753183,"Alhambra, CA"
1919,7880.439068451743,"Alhambra, CA"
1920,9096,"Alhambra, CA"
1921,10637.115092321137,"Alhambra, CA"
1922,12458.221723105946,"Alhambra, CA"
1923,14495.696807737122,"Alhambra, CA"
1924,16685.91726159736,"Alhambra, CA"
1925,18965.260000069356,"Alhambra, CA"
1926,21270.1019385358,"Alhambra, CA"
1927,23536.819992379395,"Alhambra, CA"
1928,25701.79107698283,"Alhambra, CA"
1929,27701.3921077288,"Alhambra, CA"
1930,29472,"Alhambra, CA"
1931,30968.340291488334,"Alhambra, CA"
1932,32218.53300912253,"Alhambra, CA"
1933,33269.04680214053,"Alhambra, CA"
1934,34166.35031978028,"Alhambra, CA"
1935,34956.912211279705,"Alhambra, CA"
1936,35687.20112587676,"Alhambra, CA"
1937,36403.685712809376,"Alhambra, CA"
1938,37152.834621315495,"Alhambra, CA"
1939,37981.116500633056,"Alhambra, CA"
1940,38935,"Alhambra, CA"
1941,40046.70774172553,"Alhambra, CA"
1942,41291.47824040393,"Alhambra, CA"
1943,42630.303983700745,"Alhambra, CA"
1944,44024.17745928152,"Alhambra, CA"
1945,45434.0911548118,"Alhambra, CA"
1946,46821.03755795714,"Alhambra, CA"
1947,48146.00915638309,"Alhambra, CA"
1948,49369.99843775518,"Alhambra, CA"
1949,50453.99788973897,"Alhambra, CA"
1950,51359,"Alhambra, CA"
1951,52058.82174160954,"Alhambra, CA"
1952,52578.57802926175,"Alhambra, CA"
1953,52956.20826305649,"Alhambra, CA"
1954,53229.65184309364,"Alhambra, CA"
1955,53436.84816947308,"Alhambra, CA"
1956,53615.736642294665,"Alhambra, CA"
1957,53804.25666165828,"Alhambra, CA"
1958,54040.34762766379,"Alhambra, CA"
1959,54361.94894041107,"Alhambra, CA"
1960,54807,"Alhambra, CA"
1961,55401.1712918363,"Alhambra, CA"
1962,56121.057642549065,"Alhambra, CA"
1963,56930.98496407328,"Alhambra, CA"
1964,57795.2791683439,"Alhambra, CA"
1965,58678.266167295886,"Alhambra, CA"
1966,59544.27187286421,"Alhambra, CA"
