oceans,regions,sub_regions,sampling_method,measurement,unit,density_range,density_class,date,season,year,density_marker_size,geometry,density_numeric
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-11-04,Fall,2021,6.5,"c(-94.845, 29.2557)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-04-04,Spring,2022,6.5,"c(-94.8329, 29.2628)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-04,Spring,2022,6.5,"c(-94.9046, 29.2217)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-07,Winter,2019,6.5,"c(-94.8879, 29.2315)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-10-23,Fall,2019,6.5,"c(-86.2511, 30.352)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-05-20,Spring,2019,6.5,"c(-89.425, 30.2426)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-02-02,Winter,2021,6.5,"c(-89.328, 30.3059)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-05-20,Spring,2019,6.5,"c(-90.0714, 29.1767)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-04,Spring,2022,6.5,"c(-89.9951, 29.9403)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-09-13,Fall,2020,8.25,"c(-90.0469, 29.9559)",4
Atlantic Ocean,NA,NA,Neuston net,0.055796,pieces/m3,0.005-1,Medium,1992-01-15,Winter,1992,6.5,"c(-78.02, 26.06)",3
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,2003-02-14,Winter,2003,4.75,"c(-78.61, 26.1)",2
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,1993-05-07,Spring,1993,4.75,"c(-78.37, 26.3)",2
Atlantic Ocean,NA,NA,Neuston net,0.00432,pieces/m3,0.0005-0.005,Low,1994-03-26,Spring,1994,4.75,"c(-79.03, 26.27)",2
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Plankton net,10.3,pieces/m3,>=10,Very High,2016-10-11,Fall,2016,10,"c(-82.4314, 27.8493)",5
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2019-05-22,Spring,2019,3,"c(-85.4279, 29.9497)",1
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-12-22,Winter,2020,3,"c(-124.3727, 43.3334)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2006-09-01,Fall,2006,3,"c(-70.12, 40.15)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1997-10-18,Fall,1997,3,"c(-69.63, 39.63)",1
Atlantic Ocean,NA,NA,Neuston net,0.076832,pieces/m3,0.005-1,Medium,1995-10-25,Fall,1995,6.5,"c(-67.8, 37.25)",3
Atlantic Ocean,NA,NA,Neuston net,0.002964,pieces/m3,0.0005-0.005,Low,1987-06-23,Summer,1987,4.75,"c(-66.45, 42.98)",2
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-11-01,Fall,2020,3,"c(-119.8323, 34.4166)",1
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2019-12-25,Winter,2019,3,"c(-79.9859, 32.8351)",1
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2022-01-26,Winter,2022,8.25,"c(-79.9254, 32.7762)",4
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2022-01-27,Winter,2022,8.25,"c(-79.9255, 32.7762)",4
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2019-11-20,Fall,2019,4.75,"c(-79.9334, 32.7695)",2
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2019-04-27,Spring,2019,3,"c(-96.9896, 28.1278)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-02-01,Winter,2022,6.5,"c(-97.3013, 27.4154)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-05,Winter,2019,6.5,"c(-97.2204, 27.5818)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-02-25,Winter,2020,6.5,"c(-97.1497, 27.7044)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-10-05,Fall,2020,6.5,"c(-94.9482, 29.1957)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-07-06,Summer,2021,6.5,"c(-94.8866, 29.2325)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2021-01-19,Winter,2021,4.75,"c(-94.8854, 29.2326)",2
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-06-29,Summer,2020,6.5,"c(-96.8702, 28.0458)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-09-25,Fall,2019,8.25,"c(-97.0672, 27.8125)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2018-12-16,Winter,2018,3,"c(-97.3306, 27.8653)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1993-03-30,Spring,1993,3,"c(-77.85, 25.98)",1
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Plankton net,8.2,pieces/m3,1-10,High,2017-06-05,Summer,2017,8.25,"c(-82.5379, 27.9185)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-09-24,Fall,2021,8.25,"c(-95.0093, 29.5324)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-01,Winter,2019,6.5,"c(-94.7771, 29.298)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-11-14,Fall,2021,3,"c(-94.7984, 29.2819)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2022-05-05,Spring,2022,3,"c(-94.8173, 29.2713)",1
Atlantic Ocean,NA,NA,Neuston net,0.00648,pieces/m3,0.005-1,Medium,2005-02-17,Winter,2005,6.5,"c(-74.37, 28.21)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2008-02-24,Winter,2008,3,"c(-76.27, 27.76)",1
Atlantic Ocean,NA,NA,Neuston net,0.028076,pieces/m3,0.005-1,Medium,1999-02-15,Winter,1999,6.5,"c(-76.97, 26.74)",3
Atlantic Ocean,NA,NA,Grab sample,0.009,pieces/m3,0.005-1,Medium,2015-03-12,Spring,2015,6.5,"c(-77.3893, 26.8408)",3
Pacific Ocean,NA,NA,Neuston net,0.003,pieces/m3,0.0005-0.005,Low,1972-10-09,Fall,1972,4.75,"c(-129, 27)",2
Pacific Ocean,NA,NA,Manta net,0.509152,pieces/m3,0.005-1,Medium,2017-03-22,Spring,2017,6.5,"c(-123.965167, 30.694833)",3
Pacific Ocean,NA,NA,Manta net,0.18105,pieces/m3,0.005-1,Medium,2018-09-13,Fall,2018,6.5,"c(-128.8315, 36.0467)",3
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2021-03-29,Spring,2021,10,"c(-124.4326, 43.1023)",5
Pacific Ocean,NA,NA,Manta net,0.100357,pieces/m3,0.005-1,Medium,2019-12-09,Winter,2019,6.5,"c(-129.051333, 45.246833)",3
Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2002-07-01,Summer,2002,3,"c(-122.92, 48.2)",1
NA,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-07-30,Summer,2021,3,"c(-79.0211, 43.0168)",1
NA,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-09-17,Fall,2021,3,"c(-79.0525, 42.678)",1
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-01-10,Winter,2020,6.5,"c(-79.9252, 32.7759)",3
Atlantic Ocean,NA,NA,Neuston net,0.049384,pieces/m3,0.005-1,Medium,1996-05-18,Spring,1996,6.5,"c(-68.35, 31.97)",3
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,1995-10-20,Fall,1995,4.75,"c(-70.43, 40.98)",2
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1996-08-11,Summer,1996,3,"c(-68.98, 40.82)",1
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-07-08,Summer,2020,3,"c(-122.5146, 37.5466)",1
Pacific Ocean,NA,NA,Grab sample,0.021,pieces/m3,0.005-1,Medium,2015-07-14,Summer,2015,6.5,"c(-122.4545, 37.9134)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-05-28,Spring,2020,8.25,"c(-79.9342, 32.8024)",4
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-01-17,Winter,2020,8.25,"c(-79.9251, 32.7767)",4
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2001-04-21,Spring,2001,3,"c(-73.35, 25.18)",1
Atlantic Ocean,NA,NA,Neuston net,0.01728,pieces/m3,0.005-1,Medium,1995-05-18,Spring,1995,6.5,"c(-70.15, 28.27)",3
Atlantic Ocean,NA,NA,Neuston net,0.034556,pieces/m3,0.005-1,Medium,1992-05-01,Spring,1992,6.5,"c(-70.18, 28.42)",3
Atlantic Ocean,NA,NA,Neuston net,0.051836,pieces/m3,0.005-1,Medium,2001-04-16,Spring,2001,6.5,"c(-65.85, 30.1)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1992-01-03,Winter,1992,3,"c(-80.62, 24.6)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1998-01-07,Winter,1998,3,"c(-82.25, 24.1)",1
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,2001-02-13,Winter,2001,4.75,"c(-80.07, 24.76)",2
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-06-11,Summer,2020,3,"c(-97.2007, 27.618)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-06-26,Summer,2019,6.5,"c(-97.322, 26.6984)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-07-09,Summer,2019,6.5,"c(-97.3113, 26.6636)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-03-05,Spring,2021,8.25,"c(-97.1926, 26.282)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-07-15,Summer,2019,6.5,"c(-97.0666, 27.8132)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-03-17,Spring,2021,6.5,"c(-97.6892, 27.7542)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-08-20,Summer,2019,6.5,"c(-97.3638, 27.207)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-07-28,Summer,2019,6.5,"c(-97.3478, 27.2765)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-06-22,Summer,2020,6.5,"c(-97.3722, 27.7454)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-01-20,Winter,2020,6.5,"c(-97.1691, 27.6729)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2022-04-18,Spring,2022,3,"c(-94.7837, 29.2927)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-04-29,Spring,2022,6.5,"c(-94.7862, 29.29)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-04-17,Spring,2022,6.5,"c(-94.7637, 29.3068)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-04-16,Spring,2022,6.5,"c(-94.7596, 29.31)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-03-28,Spring,2019,8.25,"c(-96.9615, 27.9562)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-11-30,Fall,2019,8.25,"c(-97.0645, 27.8161)",4
Pacific Ocean,Gulf of California,NA,Neuston net,0.00432,pieces/m3,0.0005-0.005,Low,2002-10-30,Fall,2002,4.75,"c(-111.12, 26.88)",2
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2001-04-03,Spring,2001,3,"c(-79.32, 29.14)",1
Atlantic Ocean,NA,NA,Neuston net,0.00864,pieces/m3,0.005-1,Medium,1993-02-12,Winter,1993,6.5,"c(-77.27, 25.75)",3
NA,NA,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2021-11-20,Fall,2021,4.75,"c(-89.0847, 30.3662)",2
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2022-04-25,Spring,2022,8.25,"c(-91.1879, 30.4583)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-04-09,Spring,2021,3,"c(-94.5, 29.5068)",1
NA,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-07-16,Summer,2021,3,"c(-87.8612, 42.9611)",1
NA,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2022-01-08,Winter,2022,8.25,"c(-78.2934, 43.9411)",4
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1991-10-13,Fall,1991,3,"c(-68.38, 40.47)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1995-07-13,Summer,1995,3,"c(-66.12, 41.33)",1
Atlantic Ocean,NA,NA,Neuston net,0.01728,pieces/m3,0.005-1,Medium,1997-04-06,Spring,1997,6.5,"c(-69.71, 31.07)",3
Atlantic Ocean,NA,NA,Grab sample,0.002,pieces/m3,0.0005-0.005,Low,2016-11-13,Fall,2016,4.75,"c(-76.3384, 37.6307)",2
NA,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-09-23,Fall,2021,3,"c(-90.4967, 38.5475)",1
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-09-10,Fall,2019,6.5,"c(-79.935, 32.8028)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-02-21,Winter,2020,8.25,"c(-79.9252, 32.7759)",4
Atlantic Ocean,NA,NA,Neuston net,0.0027,pieces/m3,0.0005-0.005,Low,1994-07-09,Summer,1994,4.75,"c(-68.35, 41.33)",2
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-07-10,Summer,2020,6.5,"c(-97.1937, 27.6318)",3
Atlantic Ocean,Caribbean Sea,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-11-07,Fall,2021,3,"c(-81.0828, 24.6922)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-03-28,Spring,2020,8.25,"c(-97.2443, 27.5351)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,>200,Very High,2019-12-27,Winter,2019,10,"c(-97.2398, 27.5446)",5
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-03-11,Spring,2019,8.25,"c(-97.2347, 27.5539)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-03-11,Spring,2019,6.5,"c(-97.2327, 27.558)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-01-07,Winter,2019,8.25,"c(-97.1426, 27.7149)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-04-22,Spring,2019,8.25,"c(-97.1391, 27.7195)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-01-05,Winter,2022,6.5,"c(-94.7443, 29.3339)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-11-04,Fall,2021,6.5,"c(-94.7913, 29.2869)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2020-02-18,Winter,2020,3,"c(-94.8427, 29.2571)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-09-27,Fall,2020,6.5,"c(-94.77, 29.3032)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2020-04-01,Spring,2020,8.25,"c(-97.0531, 27.8274)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-01-07,Winter,2019,6.5,"c(-97.3756, 27.1189)",3
Atlantic Ocean,NA,NA,Neuston net,0.00648,pieces/m3,0.005-1,Medium,1993-01-05,Winter,1993,6.5,"c(-75.43, 25.9)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2019-05-23,Spring,2019,3,"c(-82.826, 28.0583)",1
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,2000,pieces/m3,>=10,Very High,2016-06-20,Summer,2016,10,"c(-82.6868, 27.5737)",5
Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,1000,pieces/m3,>=10,Very High,2016-10-24,Fall,2016,10,"c(-82.5712, 27.6081)",5
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-09-27,Fall,2021,6.5,"c(-89.3269, 30.3074)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-04-02,Spring,2021,8.25,"c(-95.0094, 29.6526)",4
Atlantic Ocean,NA,NA,Neuston net,0.005096,pieces/m3,0.005-1,Medium,2005-04-02,Spring,2005,6.5,"c(-80.15, 30.66)",3
Atlantic Ocean,NA,NA,Neuston net,0.0162,pieces/m3,0.005-1,Medium,2003-06-30,Summer,2003,6.5,"c(-71.08, 39.95)",3
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,1993-08-09,Summer,1993,4.75,"c(-71.15, 39.93)",2
Atlantic Ocean,NA,NA,Metal spoon,638.98,pieces kg-1 d.w.,>200,Very High,2020-10-02,Fall,2020,10,"c(-71.362806, 41.692959)",5
Atlantic Ocean,NA,NA,Neuston net,0.0027,pieces/m3,0.0005-0.005,Low,2005-08-08,Summer,2005,4.75,"c(-70.38, 40.99)",2
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1993-10-15,Fall,1993,3,"c(-70.85, 41.4)",1
Atlantic Ocean,NA,NA,Grab sample,0,pieces/m3,0-0.0005,Very Low,2016-08-23,Summer,2016,3,"c(-70.9822, 41.5148)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1996-07-03,Summer,1996,3,"c(-69.44, 42.1)",1
Atlantic Ocean,NA,NA,Neuston net,0.00864,pieces/m3,0.005-1,Medium,2003-07-20,Summer,2003,6.5,"c(-69.74, 40.3)",3
Atlantic Ocean,NA,NA,Grab sample,0.008,pieces/m3,0.005-1,Medium,2014-06-08,Summer,2014,6.5,"c(-69.1216, 35.6686)",3
Atlantic Ocean,NA,NA,Metal spoon,0,pieces kg-1 d.w.,0-2,Very Low,2021-03-22,Spring,2021,3,"c(-71.389458, 41.80855)",1
Atlantic Ocean,NA,NA,Metal spoon,40510,pieces kg-1 d.w.,>200,Very High,2021-03-22,Spring,2021,10,"c(-71.389458, 41.80855)",5
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-06-01,Summer,2021,3,"c(-121.8849, 36.9536)",1
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-02-27,Winter,2020,6.5,"c(-79.8971, 32.7508)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-02,Winter,2019,6.5,"c(-79.7874, 32.7846)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2019-12-03,Winter,2019,3,"c(-80.2976, 32.5018)",1
Atlantic Ocean,NA,NA,Neuston net,0.170628,pieces/m3,0.005-1,Medium,1996-05-25,Spring,1996,6.5,"c(-66.43, 33.63)",3
Atlantic Ocean,NA,NA,Neuston net,0.125268,pieces/m3,0.005-1,Medium,1991-04-30,Spring,1991,6.5,"c(-71.97, 29.44)",3
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,1-2,Low,2021-06-06,Summer,2021,4.75,"c(-117.1688, 32.6711)",2
Atlantic Ocean,NA,NA,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,1992-04-25,Spring,1992,4.75,"c(-77.37, 25.67)",2
Atlantic Ocean,NA,NA,Neuston net,0.00166,pieces/m3,0.0005-0.005,Low,1992-04-11,Spring,1992,4.75,"c(-75.92, 25.28)",2
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2019-02-16,Winter,2019,3,"c(-97.3481, 27.2764)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-02-03,Winter,2019,8.25,"c(-97.301, 27.4158)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-02-04,Winter,2019,6.5,"c(-97.3761, 27.7532)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-02-17,Winter,2019,8.25,"c(-97.113, 27.7565)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-05-15,Spring,2019,6.5,"c(-97.1672, 26.1302)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-05-18,Spring,2019,8.25,"c(-94.9485, 29.1956)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-08,Winter,2019,6.5,"c(-94.9143, 29.2156)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-05-05,Spring,2022,6.5,"c(-94.7527, 29.3144)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-08,Winter,2019,6.5,"c(-94.7472, 29.3185)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2020-08-28,Summer,2020,6.5,"c(-96.9218, 27.9974)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-06-16,Summer,2021,8.25,"c(-97.068, 27.8389)",4
Atlantic Ocean,NA,NA,Neuston net,0.099272,pieces/m3,0.005-1,Medium,1997-05-10,Spring,1997,6.5,"c(-77.97, 25.95)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-11-04,Fall,2019,8.25,"c(-88.0381, 30.6907)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-02-21,Winter,2021,6.5,"c(-95.0397, 29.1403)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-10-27,Fall,2021,8.25,"c(-95.2082, 29.2117)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2021-10-20,Fall,2021,8.25,"c(-95.0083, 29.6546)",4
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-12-07,Winter,2019,6.5,"c(-94.8198, 29.2698)",3
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2021-07-02,Summer,2021,3,"c(-124.3254, 43.363)",1
Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,NA,Grab sample,0.032,pieces/m3,0.005-1,Medium,2014-12-02,Winter,2014,6.5,"c(-122.4301, 47.2972)",3
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2002-07-27,Summer,2002,3,"c(-70.72, 41.02)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,1997-08-05,Summer,1997,3,"c(-70.98, 41.33)",1
Atlantic Ocean,NA,NA,Neuston net,0,pieces/m3,0-0.0005,Very Low,2006-08-10,Summer,2006,3,"c(-69.39, 41.71)",1
Atlantic Ocean,NA,NA,Neuston net,0.002276,pieces/m3,0.0005-0.005,Low,1989-10-12,Fall,1989,4.75,"c(-70.65, 40.93)",2
Atlantic Ocean,NA,NA,Neuston net,0.0108,pieces/m3,0.005-1,Medium,1987-06-14,Summer,1987,6.5,"c(-66.53, 40.57)",3
Pacific Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-02-26,Winter,2021,6.5,"c(-122.5112, 37.7582)",3
Atlantic Ocean,NA,NA,Grab sample,0.01,pieces/m3,0.005-1,Medium,2015-07-12,Summer,2015,6.5,"c(-76.3275, 37.6772)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2022-01-27,Winter,2022,6.5,"c(-79.9727, 32.892)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2019-10-16,Fall,2019,6.5,"c(-79.9042, 32.7509)",3
Atlantic Ocean,NA,NA,Hand picking,NA,pieces/10 mins,2-40,Medium,2021-11-15,Fall,2021,6.5,"c(-71.3225, 41.581)",3
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,0,Very Low,2022-03-08,Spring,2022,3,"c(-97.3011, 27.4154)",1
Atlantic Ocean,Gulf of Mexico,NA,Hand picking,NA,pieces/10 mins,40-200,High,2019-05-25,Spring,2019,8.25,"c(-97.2201, 27.5819)",4
